XPOS	person	number	tense	mood	voice	gender	case	degree
participle	_	PL	FUTPF	_	ACT	FEM	GEN	_
participle	_	PL	FUTPF	_	ACT	FEM	NOM	_
participle	_	PL	FUTPF	_	ACT	FEM	VOC	_
participle	_	PL	FUTPF	_	ACT	MASC	ACC	_
participle	_	PL	FUTPF	_	ACT	MASC	DAT	_
participle	_	PL	FUTPF	_	ACT	MASC	GEN	_
participle	_	PL	FUTPF	_	ACT	MASC	NOM	_
participle	_	PL	FUTPF	_	ACT	MASC	VOC	_
participle	_	PL	FUTPF	_	ACT	NEUT	ACC	_
participle	_	PL	FUTPF	_	ACT	NEUT	DAT	_
participle	_	PL	FUTPF	_	ACT	NEUT	GEN	_
participle	_	PL	FUTPF	_	ACT	NEUT	NOM	_
participle	_	PL	FUTPF	_	ACT	NEUT	VOC	_
participle	_	PL	FUTPF	_	MID	FEM	ACC	_
participle	_	PL	FUTPF	_	MID	FEM	DAT	_
participle	_	PL	FUTPF	_	MID	FEM	GEN	_
participle	_	PL	FUTPF	_	MID	FEM	NOM	_
participle	_	PL	FUTPF	_	MID	FEM	VOC	_
participle	_	PL	FUTPF	_	MID	MASC	ACC	_
participle	_	PL	FUTPF	_	MID	MASC	DAT	_
participle	_	PL	FUTPF	_	MID	MASC	GEN	_
participle	_	PL	FUTPF	_	MID	MASC	NOM	_
participle	_	PL	FUTPF	_	MID	MASC	VOC	_
participle	_	PL	FUTPF	_	MID	NEUT	ACC	_
participle	_	PL	FUTPF	_	MID	NEUT	DAT	_
participle	_	PL	FUTPF	_	MID	NEUT	GEN	_
participle	_	PL	FUTPF	_	MID	NEUT	NOM	_
participle	_	PL	FUTPF	_	MID	NEUT	VOC	_
participle	_	PL	PF	_	ACT	FEM	ACC	_
participle	_	PL	PF	_	ACT	FEM	DAT	_
participle	_	PL	PF	_	ACT	FEM	GEN	_
participle	_	PL	PF	_	ACT	FEM	NOM	_
participle	_	PL	PF	_	ACT	FEM	VOC	_
participle	_	PL	PF	_	ACT	MASC	ACC	_
participle	_	PL	PF	_	ACT	MASC	DAT	_
participle	_	PL	PF	_	ACT	MASC	GEN	_
participle	_	PL	PF	_	ACT	MASC	NOM	_
participle	_	PL	PF	_	ACT	MASC	VOC	_
participle	_	PL	PF	_	ACT	NEUT	ACC	_
participle	_	PL	PF	_	ACT	NEUT	DAT	_
participle	_	PL	PF	_	ACT	NEUT	GEN	_
participle	_	PL	PF	_	ACT	NEUT	NOM	_
participle	_	PL	PF	_	ACT	NEUT	VOC	_
participle	_	PL	PF	_	MID	FEM	ACC	_
participle	_	PL	PF	_	MID	FEM	DAT	_
participle	_	PL	PF	_	MID	FEM	GEN	_
participle	_	PL	PF	_	MID	FEM	NOM	_
participle	_	PL	PF	_	MID	FEM	VOC	_
participle	_	PL	PF	_	MID	MASC	ACC	_
participle	_	PL	PF	_	MID	MASC	DAT	_
participle	_	PL	PF	_	MID	MASC	GEN	_
participle	_	PL	PF	_	MID	MASC	NOM	_
participle	_	PL	PF	_	MID	MASC	VOC	_
participle	_	PL	PF	_	MID	NEUT	ACC	_
participle	_	PL	PF	_	MID	NEUT	DAT	_
participle	_	PL	PF	_	MID	NEUT	GEN	_
participle	_	PL	PF	_	MID	NEUT	NOM	_
participle	_	PL	PF	_	MID	NEUT	VOC	_
participle	_	PL	PRES	_	ACT	FEM	ACC	_
participle	_	PL	PRES	_	ACT	FEM	DAT	_
participle	_	PL	PRES	_	ACT	FEM	GEN	_
participle	_	PL	PRES	_	ACT	FEM	NOM	_
participle	_	PL	PRES	_	ACT	FEM	VOC	_
participle	_	PL	PRES	_	ACT	MASC	ACC	_
participle	_	PL	PRES	_	ACT	MASC	DAT	_
participle	_	PL	PRES	_	ACT	MASC	GEN	_
participle	_	PL	PRES	_	ACT	MASC	NOM	_
participle	_	PL	PRES	_	ACT	MASC	VOC	_
participle	_	PL	PRES	_	ACT	NEUT	ACC	_
participle	_	PL	PRES	_	ACT	NEUT	DAT	_
participle	_	PL	PRES	_	ACT	NEUT	GEN	_
participle	_	PL	PRES	_	ACT	NEUT	NOM	_
participle	_	PL	PRES	_	ACT	NEUT	VOC	_
participle	_	PL	PRES	_	MID	FEM	ACC	_
participle	_	PL	PRES	_	MID	FEM	DAT	_
participle	_	PL	PRES	_	MID	FEM	GEN	_
participle	_	PL	PRES	_	MID	FEM	NOM	_
participle	_	PL	PRES	_	MID	FEM	VOC	_
participle	_	PL	PRES	_	MID	MASC	ACC	_
participle	_	PL	PRES	_	MID	MASC	DAT	_
participle	_	PL	PRES	_	MID	MASC	GEN	_
participle	_	PL	PRES	_	MID	MASC	NOM	_
participle	_	PL	PRES	_	MID	MASC	VOC	_
participle	_	PL	PRES	_	MID	NEUT	ACC	_
participle	_	PL	PRES	_	MID	NEUT	DAT	_
participle	_	PL	PRES	_	MID	NEUT	GEN	_
participle	_	PL	PRES	_	MID	NEUT	NOM	_
participle	_	PL	PRES	_	MID	NEUT	VOC	_
participle	_	DUAL	AOR	_	ACT	FEM	ACC	_
participle	_	DUAL	AOR	_	ACT	FEM	DAT	_
participle	_	DUAL	AOR	_	ACT	FEM	GEN	_
participle	_	DUAL	AOR	_	ACT	FEM	NOM	_
participle	_	DUAL	AOR	_	ACT	FEM	VOC	_
participle	_	DUAL	AOR	_	ACT	MASC	ACC	_
participle	_	DUAL	AOR	_	ACT	MASC	DAT	_
participle	_	DUAL	AOR	_	ACT	MASC	GEN	_
participle	_	DUAL	AOR	_	ACT	MASC	NOM	_
participle	_	DUAL	AOR	_	ACT	MASC	VOC	_
participle	_	DUAL	AOR	_	ACT	NEUT	ACC	_
participle	_	DUAL	AOR	_	ACT	NEUT	DAT	_
participle	_	DUAL	AOR	_	ACT	NEUT	GEN	_
participle	_	DUAL	AOR	_	ACT	NEUT	NOM	_
participle	_	DUAL	AOR	_	ACT	NEUT	VOC	_
participle	_	DUAL	AOR	_	MID	FEM	ACC	_
participle	_	DUAL	AOR	_	MID	FEM	DAT	_
participle	_	DUAL	AOR	_	MID	FEM	GEN	_
participle	_	DUAL	AOR	_	MID	FEM	NOM	_
participle	_	DUAL	AOR	_	MID	FEM	VOC	_
participle	_	DUAL	AOR	_	MID	MASC	ACC	_
participle	_	DUAL	AOR	_	MID	MASC	DAT	_
participle	_	DUAL	AOR	_	MID	MASC	GEN	_
participle	_	DUAL	AOR	_	MID	MASC	NOM	_
participle	_	DUAL	AOR	_	MID	MASC	VOC	_
participle	_	DUAL	AOR	_	MID	NEUT	ACC	_
participle	_	DUAL	AOR	_	MID	NEUT	DAT	_
participle	_	DUAL	AOR	_	MID	NEUT	GEN	_
participle	_	DUAL	AOR	_	MID	NEUT	NOM	_
participle	_	DUAL	AOR	_	MID	NEUT	VOC	_
participle	_	DUAL	AOR	_	PASS	FEM	ACC	_
participle	_	DUAL	AOR	_	PASS	FEM	DAT	_
participle	_	DUAL	AOR	_	PASS	FEM	GEN	_
participle	_	DUAL	AOR	_	PASS	FEM	NOM	_
participle	_	DUAL	AOR	_	PASS	FEM	VOC	_
participle	_	DUAL	AOR	_	PASS	MASC	ACC	_
participle	_	DUAL	AOR	_	PASS	MASC	DAT	_
participle	_	DUAL	AOR	_	PASS	MASC	GEN	_
participle	_	DUAL	AOR	_	PASS	MASC	NOM	_
participle	_	DUAL	AOR	_	PASS	MASC	VOC	_
participle	_	DUAL	AOR	_	PASS	NEUT	ACC	_
participle	_	DUAL	AOR	_	PASS	NEUT	DAT	_
participle	_	DUAL	AOR	_	PASS	NEUT	GEN	_
participle	_	DUAL	AOR	_	PASS	NEUT	NOM	_
participle	_	DUAL	AOR	_	PASS	NEUT	VOC	_
participle	_	DUAL	FUT	_	ACT	FEM	ACC	_
participle	_	DUAL	FUT	_	ACT	FEM	DAT	_
participle	_	DUAL	FUT	_	ACT	FEM	GEN	_
participle	_	DUAL	FUT	_	ACT	FEM	NOM	_
participle	_	DUAL	FUT	_	ACT	FEM	VOC	_
participle	_	DUAL	FUT	_	ACT	MASC	ACC	_
participle	_	DUAL	FUT	_	ACT	MASC	DAT	_
participle	_	DUAL	FUT	_	ACT	MASC	GEN	_
participle	_	DUAL	FUT	_	ACT	MASC	NOM	_
participle	_	DUAL	FUT	_	ACT	MASC	VOC	_
participle	_	DUAL	FUT	_	ACT	NEUT	ACC	_
participle	_	DUAL	FUT	_	ACT	NEUT	DAT	_
participle	_	DUAL	FUT	_	ACT	NEUT	GEN	_
participle	_	DUAL	FUT	_	ACT	NEUT	NOM	_
participle	_	DUAL	FUT	_	ACT	NEUT	VOC	_
participle	_	DUAL	FUT	_	MID	FEM	ACC	_
participle	_	DUAL	FUT	_	MID	FEM	DAT	_
participle	_	DUAL	FUT	_	MID	FEM	GEN	_
participle	_	DUAL	FUT	_	MID	FEM	NOM	_
participle	_	DUAL	FUT	_	MID	FEM	VOC	_
participle	_	DUAL	FUT	_	MID	MASC	ACC	_
participle	_	DUAL	FUT	_	MID	MASC	DAT	_
participle	_	DUAL	FUT	_	MID	MASC	GEN	_
participle	_	DUAL	FUT	_	MID	MASC	NOM	_
participle	_	DUAL	FUT	_	MID	MASC	VOC	_
participle	_	DUAL	FUT	_	MID	NEUT	ACC	_
participle	_	DUAL	FUT	_	MID	NEUT	DAT	_
participle	_	DUAL	FUT	_	MID	NEUT	GEN	_
participle	_	DUAL	FUT	_	MID	NEUT	NOM	_
participle	_	DUAL	FUT	_	MID	NEUT	VOC	_
participle	_	DUAL	FUT	_	PASS	FEM	ACC	_
participle	_	DUAL	FUT	_	PASS	FEM	DAT	_
participle	_	DUAL	FUT	_	PASS	FEM	GEN	_
participle	_	DUAL	FUT	_	PASS	FEM	NOM	_
participle	_	DUAL	FUT	_	PASS	FEM	VOC	_
participle	_	DUAL	FUT	_	PASS	MASC	ACC	_
participle	_	DUAL	FUT	_	PASS	MASC	DAT	_
participle	_	DUAL	FUT	_	PASS	MASC	GEN	_
participle	_	DUAL	FUT	_	PASS	MASC	NOM	_
participle	_	DUAL	FUT	_	PASS	MASC	VOC	_
participle	_	DUAL	FUT	_	PASS	NEUT	ACC	_
participle	_	DUAL	FUT	_	PASS	NEUT	DAT	_
participle	_	DUAL	FUT	_	PASS	NEUT	GEN	_
participle	_	DUAL	FUT	_	PASS	NEUT	NOM	_
participle	_	DUAL	FUT	_	PASS	NEUT	VOC	_
participle	_	DUAL	FUTPF	_	ACT	FEM	ACC	_
participle	_	DUAL	FUTPF	_	ACT	FEM	DAT	_
participle	_	DUAL	FUTPF	_	ACT	FEM	GEN	_
participle	_	DUAL	FUTPF	_	ACT	FEM	NOM	_
participle	_	DUAL	FUTPF	_	ACT	FEM	VOC	_
participle	_	DUAL	FUTPF	_	ACT	MASC	ACC	_
participle	_	DUAL	FUTPF	_	ACT	MASC	DAT	_
participle	_	DUAL	FUTPF	_	ACT	MASC	GEN	_
participle	_	DUAL	FUTPF	_	ACT	MASC	NOM	_
participle	_	DUAL	FUTPF	_	ACT	MASC	VOC	_
participle	_	DUAL	FUTPF	_	ACT	NEUT	ACC	_
participle	_	DUAL	FUTPF	_	ACT	NEUT	DAT	_
participle	_	DUAL	FUTPF	_	ACT	NEUT	GEN	_
participle	_	DUAL	FUTPF	_	ACT	NEUT	NOM	_
participle	_	DUAL	FUTPF	_	ACT	NEUT	VOC	_
participle	_	DUAL	FUTPF	_	MID	FEM	ACC	_
participle	_	DUAL	FUTPF	_	MID	FEM	DAT	_
participle	_	DUAL	FUTPF	_	MID	FEM	GEN	_
participle	_	DUAL	FUTPF	_	MID	FEM	NOM	_
participle	_	DUAL	FUTPF	_	MID	FEM	VOC	_
participle	_	DUAL	FUTPF	_	MID	MASC	ACC	_
participle	_	DUAL	FUTPF	_	MID	MASC	DAT	_
participle	_	DUAL	FUTPF	_	MID	MASC	GEN	_
participle	_	DUAL	FUTPF	_	MID	MASC	NOM	_
participle	_	DUAL	FUTPF	_	MID	MASC	VOC	_
participle	_	DUAL	FUTPF	_	MID	NEUT	ACC	_
participle	_	DUAL	FUTPF	_	MID	NEUT	DAT	_
participle	_	DUAL	FUTPF	_	MID	NEUT	GEN	_
participle	_	DUAL	FUTPF	_	MID	NEUT	NOM	_
participle	_	DUAL	FUTPF	_	MID	NEUT	VOC	_
participle	_	DUAL	PF	_	ACT	FEM	ACC	_
participle	_	DUAL	PF	_	ACT	FEM	DAT	_
participle	_	DUAL	PF	_	ACT	FEM	GEN	_
participle	_	DUAL	PF	_	ACT	FEM	NOM	_
participle	_	DUAL	PF	_	ACT	FEM	VOC	_
participle	_	DUAL	PF	_	ACT	MASC	ACC	_
participle	_	DUAL	PF	_	ACT	MASC	DAT	_
participle	_	DUAL	PF	_	ACT	MASC	GEN	_
participle	_	DUAL	PF	_	ACT	MASC	NOM	_
participle	_	DUAL	PF	_	ACT	MASC	VOC	_
participle	_	DUAL	PF	_	ACT	NEUT	ACC	_
participle	_	DUAL	PF	_	ACT	NEUT	DAT	_
participle	_	DUAL	PF	_	ACT	NEUT	GEN	_
participle	_	DUAL	PF	_	ACT	NEUT	NOM	_
participle	_	DUAL	PF	_	ACT	NEUT	VOC	_
participle	_	DUAL	PF	_	MID	FEM	ACC	_
participle	_	DUAL	PF	_	MID	FEM	DAT	_
participle	_	DUAL	PF	_	MID	FEM	GEN	_
participle	_	DUAL	PF	_	MID	FEM	NOM	_
participle	_	DUAL	PF	_	MID	FEM	VOC	_
participle	_	DUAL	PF	_	MID	MASC	ACC	_
participle	_	DUAL	PF	_	MID	MASC	DAT	_
participle	_	DUAL	PF	_	MID	MASC	GEN	_
participle	_	DUAL	PF	_	MID	MASC	NOM	_
participle	_	DUAL	PF	_	MID	MASC	VOC	_
participle	_	DUAL	PF	_	MID	NEUT	ACC	_
participle	_	DUAL	PF	_	MID	NEUT	DAT	_
participle	_	DUAL	PF	_	MID	NEUT	GEN	_
participle	_	DUAL	PF	_	MID	NEUT	NOM	_
participle	_	DUAL	PF	_	MID	NEUT	VOC	_
participle	_	DUAL	PRES	_	ACT	FEM	ACC	_
participle	_	DUAL	PRES	_	ACT	FEM	DAT	_
participle	_	DUAL	PRES	_	ACT	FEM	GEN	_
participle	_	DUAL	PRES	_	ACT	FEM	NOM	_
participle	_	DUAL	PRES	_	ACT	FEM	VOC	_
participle	_	DUAL	PRES	_	ACT	MASC	ACC	_
participle	_	DUAL	PRES	_	ACT	MASC	DAT	_
participle	_	DUAL	PRES	_	ACT	MASC	GEN	_
participle	_	DUAL	PRES	_	ACT	MASC	NOM	_
participle	_	DUAL	PRES	_	ACT	MASC	VOC	_
participle	_	DUAL	PRES	_	ACT	NEUT	ACC	_
participle	_	DUAL	PRES	_	ACT	NEUT	DAT	_
participle	_	DUAL	PRES	_	ACT	NEUT	GEN	_
participle	_	DUAL	PRES	_	ACT	NEUT	NOM	_
participle	_	DUAL	PRES	_	ACT	NEUT	VOC	_
participle	_	DUAL	PRES	_	MID	FEM	ACC	_
participle	_	DUAL	PRES	_	MID	FEM	DAT	_
participle	_	DUAL	PRES	_	MID	FEM	GEN	_
participle	_	DUAL	PRES	_	MID	FEM	NOM	_
participle	_	DUAL	PRES	_	MID	FEM	VOC	_
participle	_	DUAL	PRES	_	MID	MASC	ACC	_
participle	_	DUAL	PRES	_	MID	MASC	DAT	_
participle	_	DUAL	PRES	_	MID	MASC	GEN	_
participle	_	DUAL	PRES	_	MID	MASC	NOM	_
participle	_	DUAL	PRES	_	MID	MASC	VOC	_
participle	_	DUAL	PRES	_	MID	NEUT	ACC	_
participle	_	DUAL	PRES	_	MID	NEUT	DAT	_
participle	_	DUAL	PRES	_	MID	NEUT	GEN	_
participle	_	DUAL	PRES	_	MID	NEUT	NOM	_
participle	_	DUAL	PRES	_	MID	NEUT	VOC	_
particle	_	_	_	_	_	_	_	_
personal	_	SG	_	_	_	COMM	ACC	_
personal	_	SG	_	_	_	COMM	DAT	_
personal	_	SG	_	_	_	COMM	GEN	_
personal	_	SG	_	_	_	COMM	NOM	_
personal	_	SG	_	_	_	COMM	VOC	_
personal	_	SG	_	_	_	FEM	ACC	_
personal	_	SG	_	_	_	FEM	DAT	_
personal	_	SG	_	_	_	FEM	GEN	_
personal	_	SG	_	_	_	FEM	NOM	_
personal	_	SG	_	_	_	FEM	VOC	_
personal	_	SG	_	_	_	MASC	ACC	_
personal	_	SG	_	_	_	MASC	DAT	_
personal	_	SG	_	_	_	MASC	GEN	_
personal	_	SG	_	_	_	MASC	NOM	_
personal	_	SG	_	_	_	MASC	VOC	_
personal	_	SG	_	_	_	NEUT	ACC	_
personal	_	SG	_	_	_	NEUT	DAT	_
personal	_	SG	_	_	_	NEUT	GEN	_
personal	_	SG	_	_	_	NEUT	NOM	_
personal	_	SG	_	_	_	NEUT	VOC	_
personal	_	PL	_	_	_	COMM	ACC	_
personal	_	PL	_	_	_	COMM	DAT	_
personal	_	PL	_	_	_	COMM	GEN	_
personal	_	PL	_	_	_	COMM	NOM	_
personal	_	PL	_	_	_	COMM	VOC	_
personal	_	PL	_	_	_	FEM	ACC	_
personal	_	PL	_	_	_	FEM	DAT	_
personal	_	PL	_	_	_	FEM	GEN	_
personal	_	PL	_	_	_	FEM	NOM	_
personal	_	PL	_	_	_	FEM	VOC	_
personal	_	PL	_	_	_	MASC	ACC	_
personal	_	PL	_	_	_	MASC	DAT	_
personal	_	PL	_	_	_	MASC	GEN	_
personal	_	PL	_	_	_	MASC	NOM	_
personal	_	PL	_	_	_	MASC	VOC	_
personal	_	PL	_	_	_	NEUT	ACC	_
personal	_	PL	_	_	_	NEUT	DAT	_
personal	_	PL	_	_	_	NEUT	GEN	_
personal	_	PL	_	_	_	NEUT	NOM	_
personal	_	PL	_	_	_	NEUT	VOC	_
personal	_	DUAL	_	_	_	COMM	ACC	_
personal	_	DUAL	_	_	_	COMM	DAT	_
personal	_	DUAL	_	_	_	COMM	GEN	_
personal	_	DUAL	_	_	_	COMM	NOM	_
personal	_	DUAL	_	_	_	COMM	VOC	_
personal	_	DUAL	_	_	_	FEM	ACC	_
personal	_	DUAL	_	_	_	FEM	DAT	_
personal	_	DUAL	_	_	_	FEM	GEN	_
personal	_	DUAL	_	_	_	FEM	NOM	_
personal	_	DUAL	_	_	_	FEM	VOC	_
personal	_	DUAL	_	_	_	MASC	ACC	_
personal	_	DUAL	_	_	_	MASC	DAT	_
personal	_	DUAL	_	_	_	MASC	GEN	_
personal	_	DUAL	_	_	_	MASC	NOM	_
personal	_	DUAL	_	_	_	MASC	VOC	_
personal	_	DUAL	_	_	_	NEUT	ACC	_
personal	_	DUAL	_	_	_	NEUT	DAT	_
personal	_	DUAL	_	_	_	NEUT	GEN	_
personal	_	DUAL	_	_	_	NEUT	NOM	_
personal	_	DUAL	_	_	_	NEUT	VOC	_
preposition	_	_	_	_	_	_	_	_
relative	_	SG	_	_	_	FEM	ACC	_
relative	_	SG	_	_	_	FEM	DAT	_
relative	_	SG	_	_	_	FEM	GEN	_
relative	_	SG	_	_	_	FEM	NOM	_
relative	_	SG	_	_	_	FEM	VOC	_
relative	_	SG	_	_	_	MASC	ACC	_
relative	_	SG	_	_	_	MASC	DAT	_
relative	_	SG	_	_	_	MASC	GEN	_
relative	_	SG	_	_	_	MASC	NOM	_
relative	_	SG	_	_	_	MASC	VOC	_
relative	_	SG	_	_	_	NEUT	ACC	_
relative	_	SG	_	_	_	NEUT	DAT	_
relative	_	SG	_	_	_	NEUT	GEN	_
relative	_	SG	_	_	_	NEUT	NOM	_
relative	_	SG	_	_	_	NEUT	VOC	_
relative	_	PL	_	_	_	FEM	ACC	_
relative	_	PL	_	_	_	FEM	DAT	_
relative	_	PL	_	_	_	FEM	GEN	_
relative	_	PL	_	_	_	FEM	NOM	_
relative	_	PL	_	_	_	FEM	VOC	_
relative	_	PL	_	_	_	MASC	ACC	_
relative	_	PL	_	_	_	MASC	DAT	_
relative	_	PL	_	_	_	MASC	GEN	_
relative	_	PL	_	_	_	MASC	NOM	_
relative	_	PL	_	_	_	MASC	VOC	_
relative	_	PL	_	_	_	NEUT	ACC	_
relative	_	PL	_	_	_	NEUT	DAT	_
relative	_	PL	_	_	_	NEUT	GEN	_
relative	_	PL	_	_	_	NEUT	NOM	_
relative	_	PL	_	_	_	NEUT	VOC	_
relative	_	DUAL	_	_	_	FEM	ACC	_
relative	_	DUAL	_	_	_	FEM	DAT	_
relative	_	DUAL	_	_	_	FEM	GEN	_
relative	_	DUAL	_	_	_	FEM	NOM	_
relative	_	DUAL	_	_	_	FEM	VOC	_
relative	_	DUAL	_	_	_	MASC	ACC	_
relative	_	DUAL	_	_	_	MASC	DAT	_
relative	_	DUAL	_	_	_	MASC	GEN	_
relative	_	DUAL	_	_	_	MASC	NOM	_
relative	_	DUAL	_	_	_	MASC	VOC	_
relative	_	DUAL	_	_	_	NEUT	ACC	_
relative	_	DUAL	_	_	_	NEUT	DAT	_
relative	_	DUAL	_	_	_	NEUT	GEN	_
relative	_	DUAL	_	_	_	NEUT	NOM	_
relative	_	DUAL	_	_	_	NEUT	VOC	_
